,symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km
18,1,98,94.5,155.9,63.6,0.8695652173913044,1874,90,3.03,3.2582999999999998,9.6,104,5125.9900990099,38,5.465116279069767,13205.69,6.184210526315789
19,0,81,94.5,158.8,63.6,0.8695652173913044,1909,90,3.03,3.2582999999999998,9.6,104,5125.9900990099,38,5.465116279069767,13205.69,6.184210526315789
20,1,118,93.7,157.3,63.8,0.8494983277591973,1876,90,2.97,3.2582999999999998,9.41,104,5125.9900990099,37,5.7317073170731705,13205.69,6.351351351351352
21,1,118,93.7,157.3,63.8,0.8494983277591973,1876,90,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
22,1,118,93.7,157.3,63.8,0.8494983277591973,2128,98,3.03,3.2582999999999998,7.6,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
23,1,148,93.7,157.3,63.8,0.8461538461538463,1967,90,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
24,1,148,93.7,157.3,63.8,0.8461538461538463,1989,90,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
25,1,148,93.7,157.3,63.8,0.8461538461538463,1989,90,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
26,1,148,93.7,157.3,63.8,0.8461538461538463,2191,98,3.03,3.2582999999999998,7.6,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
27,-1,110,103.3,174.6,64.6,1.0,2535,122,3.34,3.2582999999999998,8.5,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
28,3,145,95.9,173.2,66.3,0.8394648829431439,2811,156,3.6,3.2582999999999998,7.0,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
29,2,137,86.6,144.6,63.9,0.8494983277591973,1713,92,2.91,3.2582999999999998,9.6,104,5125.9900990099,49,4.351851851851852,13205.69,4.795918367346939
30,2,137,86.6,144.6,63.9,0.8494983277591973,1819,92,2.91,3.2582999999999998,9.2,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
31,1,101,93.7,150.0,64.0,0.8795986622073579,1837,79,2.91,3.2582999999999998,10.1,104,5125.9900990099,38,5.595238095238095,13205.69,6.184210526315789
32,1,101,93.7,150.0,64.0,0.8795986622073579,1940,92,2.91,3.2582999999999998,9.2,104,5125.9900990099,30,6.911764705882353,13205.69,7.833333333333333
33,1,101,93.7,150.0,64.0,0.8795986622073579,1956,92,2.91,3.2582999999999998,9.2,104,5125.9900990099,30,6.911764705882353,13205.69,7.833333333333333
34,0,110,96.5,163.4,64.0,0.911371237458194,2010,92,2.91,3.2582999999999998,9.2,104,5125.9900990099,30,6.911764705882353,13205.69,7.833333333333333
35,0,78,96.5,157.1,63.9,0.9749163879598662,2024,92,2.92,3.2582999999999998,9.2,104,5125.9900990099,30,6.911764705882353,13205.69,7.833333333333333
36,0,106,96.5,167.5,65.2,0.8913043478260869,2236,110,3.15,3.2582999999999998,9.0,104,5125.9900990099,27,7.121212121212121,13205.69,8.703703703703704
37,0,106,96.5,167.5,65.2,0.8913043478260869,2289,110,3.15,3.2582999999999998,9.0,104,5125.9900990099,27,7.121212121212121,13205.69,8.703703703703704
38,0,85,96.5,175.4,65.2,0.9046822742474917,2304,110,3.15,3.2582999999999998,9.0,104,5125.9900990099,27,7.121212121212121,13205.69,8.703703703703704
39,0,85,96.5,175.4,62.5,0.9046822742474917,2372,110,3.15,3.2582999999999998,9.0,104,5125.9900990099,27,7.121212121212121,13205.69,8.703703703703704
40,0,85,96.5,175.4,65.2,0.9046822742474917,2465,110,3.15,3.2582999999999998,9.0,104,5125.9900990099,24,8.392857142857142,13205.69,9.791666666666666
41,1,107,96.5,169.1,66.0,0.8528428093645485,2293,110,3.15,3.2582999999999998,9.1,104,5125.9900990099,25,7.580645161290323,13205.69,9.4
42,0,122,94.3,170.7,61.8,0.8946488294314382,2337,111,3.31,3.2582999999999998,8.5,104,5125.9900990099,24,8.10344827586207,13205.69,9.791666666666666
43,1,122,94.5,155.9,63.6,0.8695652173913044,1874,90,3.03,3.2582999999999998,9.6,104,5125.9900990099,38,5.465116279069767,13205.69,6.184210526315789
44,0,122,94.5,155.9,63.6,0.8695652173913044,1909,90,3.03,3.2582999999999998,9.6,104,5125.9900990099,38,5.465116279069767,13205.69,6.184210526315789
45,2,122,96.0,172.6,65.2,0.8595317725752508,2734,119,3.43,3.2582999999999998,9.2,104,5125.9900990099,24,8.10344827586207,13205.69,9.791666666666666
46,0,145,113.0,199.6,69.6,0.882943143812709,4066,258,3.63,3.2582999999999998,8.1,104,5125.9900990099,15,12.368421052631579,13205.69,15.666666666666666
47,0,122,113.0,199.6,69.6,0.882943143812709,4066,258,3.63,3.2582999999999998,8.1,104,5125.9900990099,15,12.368421052631579,13205.69,15.666666666666666
48,0,122,102.0,191.7,70.6,0.7993311036789298,3950,326,3.54,3.2582999999999998,11.5,104,5125.9900990099,13,13.823529411764707,13205.69,18.076923076923077
49,1,104,93.1,159.1,64.2,0.9046822742474917,1890,91,3.03,3.2582999999999998,9.0,104,5125.9900990099,30,7.580645161290323,13205.69,7.833333333333333
50,1,104,93.1,159.1,64.2,0.9046822742474917,1900,91,3.03,3.2582999999999998,9.0,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
51,1,104,93.1,159.1,64.2,0.9046822742474917,1905,91,3.03,3.2582999999999998,9.0,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
52,1,113,93.1,166.8,64.2,0.9046822742474917,1945,91,3.03,3.2582999999999998,9.0,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
53,1,113,93.1,166.8,64.2,0.9046822742474917,1950,91,3.08,3.2582999999999998,9.0,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
54,3,150,95.3,169.0,65.7,0.8294314381270904,2380,70,3.3290499999999996,3.2582999999999998,9.4,104,5125.9900990099,17,10.217391304347826,13205.69,13.823529411764707
55,3,150,95.3,169.0,65.7,0.8294314381270904,2380,70,3.3290499999999996,3.2582999999999998,9.4,104,5125.9900990099,17,10.217391304347826,13205.69,13.823529411764707
56,3,150,95.3,169.0,65.7,0.8294314381270904,2385,70,3.3290499999999996,3.2582999999999998,9.4,104,5125.9900990099,17,10.217391304347826,13205.69,13.823529411764707
57,3,150,95.3,169.0,65.7,0.8294314381270904,2500,80,3.3290499999999996,3.2582999999999998,9.4,104,5125.9900990099,16,10.217391304347826,13205.69,14.6875
58,1,129,98.8,177.8,66.5,0.8979933110367894,2385,122,3.39,3.2582999999999998,8.6,104,5125.9900990099,26,7.34375,13205.69,9.038461538461538
59,0,115,98.8,177.8,66.5,0.9280936454849499,2410,122,3.39,3.2582999999999998,8.6,104,5125.9900990099,26,7.34375,13205.69,9.038461538461538
60,1,129,98.8,177.8,66.5,0.8979933110367894,2385,122,3.39,3.2582999999999998,8.6,104,5125.9900990099,26,7.34375,13205.69,9.038461538461538
61,0,115,98.8,177.8,66.5,0.9280936454849499,2410,122,3.39,3.2582999999999998,8.6,104,5125.9900990099,26,7.34375,13205.69,9.038461538461538
62,0,122,98.8,177.8,66.5,0.9280936454849499,2443,122,3.39,3.2582999999999998,22.7,104,5125.9900990099,36,5.595238095238095,13205.69,6.527777777777778
63,0,115,98.8,177.8,66.5,0.9280936454849499,2425,122,3.39,3.2582999999999998,8.6,104,5125.9900990099,26,7.34375,13205.69,9.038461538461538
64,0,118,104.9,175.0,66.1,0.9096989966555185,2670,140,3.76,3.2582999999999998,8.0,104,5125.9900990099,19,8.703703703703704,13205.69,12.368421052631579
65,0,122,104.9,175.0,66.1,0.9096989966555185,2700,134,3.43,3.2582999999999998,22.0,104,5125.9900990099,31,6.0256410256410255,13205.69,7.580645161290323
66,-1,93,110.0,190.9,70.3,0.9448160535117057,3515,183,3.58,3.2582999999999998,21.5,104,5125.9900990099,22,9.4,13205.69,10.681818181818182
67,-1,93,110.0,190.9,70.3,0.9816053511705687,3750,183,3.58,3.2582999999999998,21.5,104,5125.9900990099,22,9.4,13205.69,10.681818181818182
68,0,93,106.7,187.5,70.3,0.9180602006688964,3495,183,3.58,3.2582999999999998,21.5,104,5125.9900990099,22,9.4,13205.69,10.681818181818182
69,-1,93,115.6,202.6,71.7,0.9414715719063546,3770,183,3.58,3.2582999999999998,21.5,104,5125.9900990099,22,9.4,13205.69,10.681818181818182
70,-1,122,115.6,202.6,71.7,0.9448160535117057,3740,234,3.46,3.2582999999999998,8.3,104,5125.9900990099,16,13.055555555555555,13205.69,14.6875
71,3,142,96.6,180.3,70.5,0.8494983277591973,3685,234,3.46,3.2582999999999998,8.3,104,5125.9900990099,16,13.055555555555555,13205.69,14.6875
72,0,122,120.9,208.1,71.7,0.948160535117057,3900,308,3.8,3.2582999999999998,8.0,104,5125.9900990099,14,14.6875,13205.69,16.785714285714285
73,1,122,112.0,199.2,72.0,0.9264214046822743,3715,304,3.8,3.2582999999999998,8.0,104,5125.9900990099,14,14.6875,13205.69,16.785714285714285
74,1,122,102.7,178.4,68.0,0.9163879598662207,2910,140,3.78,3.2582999999999998,8.0,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
75,2,161,93.7,157.3,64.4,0.8494983277591973,1918,92,2.97,3.2582999999999998,9.4,104,5125.9900990099,37,5.7317073170731705,13205.69,6.351351351351352
76,2,161,93.7,157.3,64.4,0.8494983277591973,1944,92,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
77,2,161,93.7,157.3,64.4,0.8494983277591973,2004,92,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
78,1,161,93.0,157.3,63.8,0.8494983277591973,2145,98,3.03,3.2582999999999998,7.6,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
79,3,153,96.3,173.0,65.4,0.8260869565217391,2370,110,3.17,3.2582999999999998,7.5,104,5125.9900990099,23,7.833333333333333,13205.69,10.217391304347826
80,3,153,96.3,173.0,65.4,0.8260869565217391,2328,122,3.35,3.2582999999999998,8.5,104,5125.9900990099,25,7.34375,13205.69,9.4
81,3,122,95.9,173.2,66.3,0.8394648829431439,2833,156,3.58,3.2582999999999998,7.0,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
82,3,122,95.9,173.2,66.3,0.8394648829431439,2921,156,3.59,3.2582999999999998,7.0,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
83,3,122,95.9,173.2,66.3,0.8394648829431439,2926,156,3.59,3.2582999999999998,7.0,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
84,1,125,96.3,172.4,65.4,0.8628762541806021,2365,122,3.35,3.2582999999999998,8.5,104,5125.9900990099,25,7.34375,13205.69,9.4
85,1,125,96.3,172.4,65.4,0.8628762541806021,2405,122,3.35,3.2582999999999998,8.5,104,5125.9900990099,25,7.34375,13205.69,9.4
86,1,125,96.3,172.4,65.4,0.8628762541806021,2403,110,3.17,3.2582999999999998,7.5,104,5125.9900990099,23,7.833333333333333,13205.69,10.217391304347826
87,-1,137,96.3,172.4,65.4,0.8628762541806021,2403,110,3.17,3.2582999999999998,7.5,104,5125.9900990099,23,7.833333333333333,13205.69,10.217391304347826
88,1,128,94.5,165.3,63.8,0.911371237458194,1889,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
89,1,128,94.5,165.3,63.8,0.911371237458194,2017,103,2.99,3.2582999999999998,21.9,104,5125.9900990099,45,4.7,13205.69,5.222222222222222
90,1,128,94.5,165.3,63.8,0.911371237458194,1918,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
91,1,122,94.5,165.3,63.8,0.911371237458194,1938,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
92,1,103,94.5,170.2,63.8,0.8946488294314382,2024,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
93,1,128,94.5,165.3,63.8,0.911371237458194,1951,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
94,1,128,94.5,165.6,63.8,0.8913043478260869,2028,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
95,1,122,94.5,165.3,63.8,0.911371237458194,1971,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
96,1,103,94.5,170.2,63.8,0.8946488294314382,2037,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
97,2,168,95.1,162.4,63.8,0.8913043478260869,2008,97,3.15,3.2582999999999998,9.4,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
98,0,106,97.2,173.4,65.2,0.9147157190635452,2324,120,3.33,3.2582999999999998,8.5,104,5125.9900990099,27,6.911764705882353,13205.69,8.703703703703704
99,0,106,97.2,173.4,65.2,0.9147157190635452,2302,120,3.33,3.2582999999999998,8.5,104,5125.9900990099,27,6.911764705882353,13205.69,8.703703703703704
100,0,128,100.4,181.7,66.5,0.9214046822742475,3095,181,3.43,3.2582999999999998,9.0,104,5125.9900990099,17,10.681818181818182,13205.69,13.823529411764707
101,0,108,100.4,184.6,66.5,0.9381270903010034,3296,181,3.43,3.2582999999999998,9.0,104,5125.9900990099,17,10.681818181818182,13205.69,13.823529411764707
102,0,108,100.4,184.6,66.5,0.9214046822742475,3060,181,3.43,3.2582999999999998,9.0,104,5125.9900990099,19,9.4,13205.69,12.368421052631579
103,3,194,91.3,170.7,67.9,0.831103678929766,3071,181,3.43,3.2582999999999998,9.0,104,5125.9900990099,19,9.4,13205.69,12.368421052631579
104,3,194,91.3,170.7,67.9,0.831103678929766,3139,181,3.43,3.2582999999999998,7.8,104,5125.9900990099,17,10.217391304347826,13205.69,13.823529411764707
105,1,231,99.2,178.5,67.9,0.831103678929766,3139,181,3.43,3.2582999999999998,9.0,104,5125.9900990099,19,9.4,13205.69,12.368421052631579
106,0,161,107.9,186.7,68.4,0.948160535117057,3020,120,3.46,3.2582999999999998,8.4,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
107,0,161,107.9,186.7,68.4,0.948160535117057,3197,152,3.7,3.2582999999999998,21.0,104,5125.9900990099,28,7.121212121212121,13205.69,8.392857142857142
108,0,122,114.2,198.9,68.4,0.9816053511705687,3230,120,3.46,3.2582999999999998,8.4,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
109,0,122,114.2,198.9,68.4,0.9816053511705687,3430,152,3.7,3.2582999999999998,21.0,104,5125.9900990099,25,9.4,13205.69,9.4
110,0,161,107.9,186.7,68.4,0.948160535117057,3075,120,3.46,3.2582999999999998,8.4,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
111,0,161,107.9,186.7,68.4,0.948160535117057,3252,152,3.7,3.2582999999999998,21.0,104,5125.9900990099,28,7.121212121212121,13205.69,8.392857142857142
112,0,122,114.2,198.9,68.4,0.948160535117057,3285,120,3.46,3.2582999999999998,8.4,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
113,0,122,114.2,198.9,68.4,0.9816053511705687,3485,152,3.7,3.2582999999999998,21.0,104,5125.9900990099,25,9.4,13205.69,9.4
114,0,161,107.9,186.7,68.4,0.948160535117057,3075,120,3.46,3.2582999999999998,8.4,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
115,0,161,107.9,186.7,68.4,0.948160535117057,3252,152,3.7,3.2582999999999998,21.0,104,5125.9900990099,28,7.121212121212121,13205.69,8.392857142857142
116,0,161,108.0,186.7,68.3,0.9364548494983278,3130,134,3.61,3.2582999999999998,7.0,104,5125.9900990099,18,9.791666666666666,13205.69,13.055555555555555
117,1,119,93.7,157.3,63.8,0.8494983277591973,1918,90,2.97,3.2582999999999998,9.4,104,5125.9900990099,37,5.7317073170731705,13205.69,6.351351351351352
118,1,119,93.7,157.3,63.8,0.8494983277591973,2128,98,3.03,3.2582999999999998,7.6,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
119,1,154,93.7,157.3,63.8,0.8461538461538463,1967,90,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
120,1,154,93.7,167.3,63.8,0.8494983277591973,1989,90,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
121,1,154,93.7,167.3,63.8,0.8494983277591973,2191,98,2.97,3.2582999999999998,9.4,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
122,-1,74,103.3,174.6,64.6,1.0,2535,122,3.35,3.2582999999999998,8.5,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
123,3,122,95.9,173.2,66.3,0.8394648829431439,2818,156,3.59,3.2582999999999998,7.0,104,5125.9900990099,19,9.791666666666666,13205.69,12.368421052631579
124,3,186,94.5,168.9,68.3,0.8394648829431439,2778,151,3.94,3.2582999999999998,9.5,104,5125.9900990099,19,8.703703703703704,13205.69,12.368421052631579
125,3,122,89.5,168.9,65.0,0.8628762541806021,2756,194,3.74,3.2582999999999998,9.5,104,5125.9900990099,17,9.4,13205.69,13.823529411764707
126,3,122,89.5,168.9,65.0,0.8628762541806021,2756,194,3.74,3.2582999999999998,9.5,104,5125.9900990099,17,9.4,13205.69,13.823529411764707
127,3,122,89.5,168.9,65.0,0.8628762541806021,2800,194,3.74,3.2582999999999998,9.5,104,5125.9900990099,17,9.4,13205.69,13.823529411764707
128,1,122,98.4,175.7,72.3,0.8444816053511706,3366,203,3.94,3.2582999999999998,10.0,104,5125.9900990099,17,8.392857142857142,13205.69,13.823529411764707
129,0,122,96.1,181.5,66.5,0.9230769230769231,2579,132,3.46,3.2582999999999998,8.7,104,5125.9900990099,23,7.580645161290323,13205.69,10.217391304347826
130,2,122,96.1,176.8,66.6,0.8444816053511706,2460,132,3.46,3.2582999999999998,8.7,104,5125.9900990099,23,7.580645161290323,13205.69,10.217391304347826
131,3,150,99.1,186.6,66.5,0.9381270903010034,2658,121,3.54,3.2582999999999998,9.31,104,5125.9900990099,21,8.392857142857142,13205.69,11.19047619047619
132,2,104,99.1,186.6,66.5,0.9381270903010034,2695,121,3.54,3.2582999999999998,9.3,104,5125.9900990099,21,8.392857142857142,13205.69,11.19047619047619
133,3,150,99.1,186.6,66.5,0.9381270903010034,2707,121,2.54,3.2582999999999998,9.3,104,5125.9900990099,21,8.392857142857142,13205.69,11.19047619047619
134,2,104,99.1,186.6,66.5,0.9381270903010034,2758,121,3.54,3.2582999999999998,9.3,104,5125.9900990099,21,8.392857142857142,13205.69,11.19047619047619
135,3,150,99.1,186.6,66.5,0.9381270903010034,2808,121,3.54,3.2582999999999998,9.0,104,5125.9900990099,19,9.038461538461538,13205.69,12.368421052631579
136,2,104,99.1,186.6,66.5,0.9381270903010034,2847,121,3.54,3.2582999999999998,9.0,104,5125.9900990099,19,9.038461538461538,13205.69,12.368421052631579
137,2,83,93.7,156.9,63.4,0.8979933110367894,2050,97,3.62,3.2582999999999998,9.0,104,5125.9900990099,31,6.527777777777778,13205.69,7.580645161290323
138,2,83,93.7,157.9,63.6,0.8979933110367894,2120,108,3.62,3.2582999999999998,8.7,104,5125.9900990099,26,7.580645161290323,13205.69,9.038461538461538
139,2,83,93.3,157.3,63.8,0.931438127090301,2240,108,3.62,3.2582999999999998,8.7,104,5125.9900990099,26,7.580645161290323,13205.69,9.038461538461538
140,0,102,97.2,172.0,65.4,0.8779264214046824,2145,108,3.62,3.2582999999999998,9.5,104,5125.9900990099,32,6.351351351351352,13205.69,7.34375
141,0,102,97.2,172.0,65.4,0.8779264214046824,2190,108,3.62,3.2582999999999998,9.5,104,5125.9900990099,28,7.121212121212121,13205.69,8.392857142857142
142,0,102,97.2,172.0,65.4,0.8779264214046824,2340,108,3.62,3.2582999999999998,9.0,104,5125.9900990099,26,7.34375,13205.69,9.038461538461538
143,0,102,97.0,172.0,65.4,0.9080267558528428,2385,108,3.62,3.2582999999999998,9.0,104,5125.9900990099,24,9.4,13205.69,9.791666666666666
144,0,102,97.0,172.0,65.4,0.9080267558528428,2510,108,3.62,3.2582999999999998,7.7,104,5125.9900990099,24,8.10344827586207,13205.69,9.791666666666666
145,0,89,97.0,173.5,65.4,0.8862876254180603,2290,108,3.62,3.2582999999999998,9.0,104,5125.9900990099,28,7.34375,13205.69,8.392857142857142
146,0,89,97.0,173.5,65.4,0.8862876254180603,2455,108,3.62,3.2582999999999998,9.0,104,5125.9900990099,25,7.580645161290323,13205.69,9.4
147,0,85,96.9,173.6,65.4,0.9180602006688964,2420,108,3.62,3.2582999999999998,9.0,104,5125.9900990099,23,8.10344827586207,13205.69,10.217391304347826
148,0,85,96.9,173.6,65.4,0.9180602006688964,2650,108,3.62,3.2582999999999998,7.7,104,5125.9900990099,23,10.217391304347826,13205.69,10.217391304347826
149,1,87,95.7,158.7,63.6,0.911371237458194,1985,92,3.05,3.2582999999999998,9.0,104,5125.9900990099,35,6.0256410256410255,13205.69,6.714285714285714
150,1,87,95.7,158.7,63.6,0.911371237458194,2040,92,3.05,3.2582999999999998,9.0,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
151,1,74,95.7,158.7,63.6,0.911371237458194,2015,92,3.05,3.2582999999999998,9.0,104,5125.9900990099,31,6.184210526315789,13205.69,7.580645161290323
152,0,77,95.7,169.7,63.6,0.988294314381271,2280,92,3.05,3.2582999999999998,9.0,104,5125.9900990099,31,6.351351351351352,13205.69,7.580645161290323
153,0,81,95.7,169.7,63.6,0.988294314381271,2290,92,3.05,3.2582999999999998,9.0,104,5125.9900990099,27,7.34375,13205.69,8.703703703703704
154,0,91,95.7,169.7,63.6,0.988294314381271,3110,92,3.05,3.2582999999999998,9.0,104,5125.9900990099,27,7.34375,13205.69,8.703703703703704
155,0,91,95.7,166.3,64.4,0.8862876254180603,2081,98,3.19,3.2582999999999998,9.0,104,5125.9900990099,30,6.351351351351352,13205.69,7.833333333333333
156,0,91,95.7,166.3,64.4,0.882943143812709,2109,98,3.19,3.2582999999999998,9.0,104,5125.9900990099,30,6.351351351351352,13205.69,7.833333333333333
157,0,91,95.7,166.3,64.4,0.8862876254180603,2275,110,3.27,3.2582999999999998,22.5,104,5125.9900990099,34,6.527777777777778,13205.69,6.911764705882353
158,0,91,95.7,166.3,64.4,0.882943143812709,2275,110,3.27,3.2582999999999998,22.5,104,5125.9900990099,38,5.0,13205.69,6.184210526315789
159,0,91,95.7,166.3,64.4,0.8862876254180603,2094,98,3.19,3.2582999999999998,9.0,104,5125.9900990099,38,5.0,13205.69,6.184210526315789
160,0,91,95.7,166.3,64.4,0.882943143812709,2122,98,3.19,3.2582999999999998,9.0,104,5125.9900990099,28,6.911764705882353,13205.69,8.392857142857142
161,0,91,95.7,166.3,64.4,0.882943143812709,2140,98,3.19,3.2582999999999998,9.0,104,5125.9900990099,28,6.911764705882353,13205.69,8.392857142857142
162,1,168,94.5,168.7,64.0,0.8795986622073579,2169,98,3.19,3.2582999999999998,9.0,104,5125.9900990099,29,6.911764705882353,13205.69,8.10344827586207
163,1,168,94.5,168.7,64.0,0.8795986622073579,2204,98,3.19,3.2582999999999998,9.0,104,5125.9900990099,29,6.911764705882353,13205.69,8.10344827586207
164,1,168,94.5,168.7,64.0,0.8795986622073579,2265,98,3.24,3.2582999999999998,9.4,104,5125.9900990099,26,8.10344827586207,13205.69,9.038461538461538
165,1,168,94.5,168.7,64.0,0.8795986622073579,2300,98,3.24,3.2582999999999998,9.4,104,5125.9900990099,26,8.10344827586207,13205.69,9.038461538461538
166,2,134,98.4,176.2,65.6,0.8695652173913044,2540,146,3.62,3.2582999999999998,9.3,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
167,2,134,98.4,176.2,65.6,0.8695652173913044,2536,146,3.62,3.2582999999999998,9.3,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
168,2,134,98.4,176.2,65.6,0.8695652173913044,2551,146,3.62,3.2582999999999998,9.3,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
169,2,134,98.4,176.2,65.6,0.8695652173913044,2679,146,3.62,3.2582999999999998,9.3,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
170,2,134,98.4,176.2,65.6,0.8695652173913044,2714,146,3.62,3.2582999999999998,9.3,104,5125.9900990099,24,7.833333333333333,13205.69,9.791666666666666
